file_name,file_path,label,treatment,zcr,rms,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
EARA_BANO_03.wav,./processed_dataset\train\EARA_BANO_03.wav,bano,train,0.19615742907546083,0.021201966,-457.538,49.012135,-5.795915,-2.0493207,-1.9128205,1.9214281,0.29839835,-1.8136052,-1.0616708,-1.0890999,-2.9744003,-6.9241467,-9.121562
EARA_COCINA_01.wav,./processed_dataset\train\EARA_COCINA_01.wav,cocina,train,0.30687689012096775,0.013204561,-483.2609,-5.7560806,10.882599,7.6947813,-0.31201884,5.670394,-2.6972065,-1.148125,0.6785993,-1.7836521,-1.2059594,1.0829812,-2.2125797
EARA_COCINA_02.wav,./processed_dataset\train\EARA_COCINA_02.wav,cocina,train,0.32737017990252293,0.013722157,-474.60922,-28.81251,7.193503,7.936441,0.40866023,8.284461,-3.52176,-5.7213025,-2.8984604,-0.79682225,-0.3649938,-1.7423222,-3.965216
EARA_COCINA_03.wav,./processed_dataset\train\EARA_COCINA_03.wav,cocina,train,0.329376220703125,0.01824005,-417.06653,-9.387598,5.696174,14.971503,2.7363086,5.7280397,-6.1475344,-9.20987,-4.958124,-1.4983375,0.49362338,1.1192284,-2.0936503
EARA_NULA_01.wav,./processed_dataset\train\EARA_NULA_01.wav,nula,train,0.11524906864872685,0.027553294,-428.11053,36.15668,0.12871212,-1.442094,2.1643672,-1.9144312,2.0303953,0.8855103,-2.169843,0.5112319,-0.20334445,0.30938068,-0.12846336
EARA_NULA_02.wav,./processed_dataset\train\EARA_NULA_02.wav,nula,train,0.17359980830439814,0.0033254812,-621.8228,23.120028,8.188473,18.981508,11.569795,9.134144,8.469168,1.3771791,2.6264186,0.8891471,1.7428588,2.1258128,1.0778899
EARA_NULA_03.wav,./processed_dataset\train\EARA_NULA_03.wav,nula,train,0.10515412997979215,0.03159107,-427.43616,42.58624,3.5903535,-0.8847652,-9.440617,-5.004329,0.23079844,-9.0818405,-4.959164,-3.1027386,-7.1657405,-3.5458844,1.0348701
EARA_OFICINA_01.wav,./processed_dataset\train\EARA_OFICINA_01.wav,oficina,train,0.15264976958525345,0.0045077563,-579.46594,19.717926,7.1963496,5.25097,6.24188,4.8555937,2.35171,1.651394,-0.8125339,-0.19359213,-1.684961,-2.7639987,-2.8352861
EARA_OFICINA_02.wav,./processed_dataset\train\EARA_OFICINA_02.wav,oficina,train,0.14062612767032331,0.0076442603,-558.50757,54.206146,11.618877,-1.1231772,9.259557,4.2904553,7.950053,5.1600122,-5.4072175,-2.6281722,2.5289166,0.84620255,-7.5258274
EARA_OFICINA_03.wav,./processed_dataset\train\EARA_OFICINA_03.wav,oficina,train,0.1511939264112903,0.046043362,-374.70233,75.58197,11.922735,5.0254827,-5.750778,-12.962109,-14.57671,-17.090096,-12.802041,-8.230829,-5.819646,-1.1024892,-2.4593966
EARA_PASOS_01.wav,./processed_dataset\train\EARA_PASOS_01.wav,pasos,train,0.21255913130733944,0.016302321,-461.60754,35.384193,5.999845,11.01303,12.180093,4.8461013,1.7614186,1.5601572,1.4024307,1.0320576,2.08924,1.0819771,0.5893497
EARA_PASOS_02.wav,./processed_dataset\train\EARA_PASOS_02.wav,pasos,train,0.17391099842316513,0.02397919,-477.7422,44.774254,12.482374,9.11205,3.7935405,4.3352513,2.9129343,1.8013078,2.7700195,1.4732037,-0.04353616,1.0699598,-0.2405772
EARA_PASOS_03.wav,./processed_dataset\train\EARA_PASOS_03.wav,pasos,train,0.12365216373847926,0.021296527,-485.91293,77.362144,30.315254,12.247342,13.661225,12.644349,11.625422,5.9581804,2.510348,0.4315897,-2.61523,-0.89894545,-2.6468515
EARA_SALA_01.wav,./processed_dataset\train\EARA_SALA_01.wav,sala,train,0.10219221443965518,0.03315847,-433.64496,89.93614,3.3288307,2.7699466,-4.803292,-14.052704,-16.166687,-17.643366,-14.472811,-8.3856735,-4.3276606,-1.3031523,-8.23553
EARA_SALA_02.wav,./processed_dataset\train\EARA_SALA_02.wav,sala,train,0.08027253327546297,0.038578007,-416.48117,80.59198,9.939906,3.5531704,-2.770097,-13.030176,-19.71274,-15.954297,-13.683,-9.962749,-7.0437174,-4.7347994,-7.000183
EARA_SALA_03.wav,./processed_dataset\train\EARA_SALA_03.wav,sala,train,0.15209510908698157,0.046979263,-373.3145,75.52456,11.610954,4.8999543,-5.8303986,-13.118842,-14.550965,-17.10633,-12.860562,-8.155053,-5.761136,-1.0313201,-2.4641836
ISCS_bano_01.wav,./processed_dataset\train\ISCS_bano_01.wav,bano,train,0.2327130311049884,0.011330795,-531.45953,25.357178,11.235159,6.0290895,0.18789624,1.8109585,6.1389284,1.212061,0.18506639,1.7397263,2.686546,2.8531077,1.4439639
ISCS_bano_02.wav,./processed_dataset\train\ISCS_bano_02.wav,bano,train,0.20169074463457076,0.021289432,-463.59506,42.22466,-10.395574,-0.4889746,-0.52490455,10.12418,5.149966,3.4511702,-1.3340327,1.8724748,-0.26090702,1.0116874,-0.8144102
ISCS_bano_03.wav,./processed_dataset\train\ISCS_bano_03.wav,bano,train,0.271036878262761,0.0074091577,-524.34314,25.542557,-0.4801334,-0.1621663,-0.25677487,3.4857218,5.010038,4.6661434,0.9720367,0.43701372,-0.69247895,0.8440755,0.6883539
ISCS_COCINA_01.wav,./processed_dataset\train\ISCS_COCINA_01.wav,cocina,train,0.3968015878770302,0.006819583,-563.58636,-11.793913,13.99281,14.175928,4.666993,5.18637,5.5571337,8.146309,-0.22525498,2.4286628,-1.7899379,-0.072614096,-0.93116146
ISCS_COCINA_02.wav,./processed_dataset\train\ISCS_COCINA_02.wav,cocina,train,0.3572553382395592,0.013314855,-502.6454,1.5574685,-0.8156904,1.7137703,1.8395331,2.6026237,0.3406183,0.8654751,-1.1700759,-0.5850795,-0.7480285,1.3110832,0.17449144
