student_id,sample_number,is_exito,sensor_name,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
Erick,7,0,Antebrazo,1.0199,2.51624846,1.06683648,6.90565634,31.15246582,-960.46240234,-162.22605896,0.65233308,-0.39630193,0.61282575,0.20457537
Erick,7,0,Mano,0.8301,-6.50232553,1.42888772,4.92670059,-387.50820923,-331.15805054,-72.63321686,0.28404272,0.48673561,-0.82406002,-0.05773437
Erick,7,0,Antebrazo,1.0299,1.29628658,0.63406706,7.06761503,205.04650879,-225.85377502,-26.14013672,0.34019423,0.0056089,0.79113293,0.50827658
Erick,7,0,Mano,0.8401,-6.2823863,0.42094287,4.20222282,-431.42565918,137.69619751,57.80495071,0.27015439,0.49158508,-0.82242876,-0.09471905
Erick,7,0,Antebrazo,1.0399,-0.07827792,0.79929376,5.61945486,130.8927002,406.68634033,239.25947571,0.36922783,-0.02330396,0.7839641,0.49852601
Erick,7,0,Antebrazo,1.0499,-4.7274704,2.61441135,0.17289567,208.21038818,821.7479248,140.06745911,0.4145714,-0.07530357,0.75494802,0.50250715
Erick,7,0,Antebrazo,1.0599,-5.69812965,0.2445357,1.06313932,367.46710205,699.58728027,-89.43340302,0.43576071,-0.13174637,0.72425485,0.51789039
Erick,7,0,Antebrazo,1.0699,-1.47576225,0.15784833,2.07003999,-212.67195129,889.88513184,172.00640869,0.49937892,-0.15642826,0.68051189,0.51288837
Erick,7,0,Mano,0.8501,-5.9839859,0.07968815,3.33518147,-551.64709473,568.00476074,169.927948,0.26604351,0.51735419,-0.79830939,-0.15578055
Erick,7,0,Antebrazo,1.0799,-0.38236821,0.60753286,2.44261074,-281.74615479,916.13677979,288.58773804,0.62366688,-0.68968797,0.01892006,-0.36744004
Erick,7,0,Antebrazo,1.0899,-0.33104318,0.81455564,2.32705331,-57.09412384,744.99615479,248.80487061,0.62265295,-0.66190559,-0.01984593,-0.41688195
Erick,7,0,Mano,0.8601,-4.06671619,0.73557806,2.00790977,-651.09576416,843.090271,191.42175293,0.26834884,0.54913813,-0.75610441,-0.23397084
Erick,7,0,Mano,0.8701,-1.08569181,2.00492334,-0.05278409,-645.93133545,852.38684082,197.05096436,0.28954393,0.33984789,-0.85847998,-0.25234905
Erick,7,0,Antebrazo,1.0999,0.09166171,0.7137109,1.96343768,60.36181259,544.30023193,125.01358032,0.6239233,-0.64042932,-0.05408885,-0.4445723
Erick,7,0,Mano,0.8801,0.36065868,2.96913409,-2.14249444,-472.89642334,665.83477783,180.40376282,0.30694401,0.36751056,-0.82255417,-0.30679974
Erick,7,0,Antebrazo,1.1099,2.37601948,0.66354609,2.11922979,72.9961319,152.37786865,-19.94805527,0.62790328,-0.63350695,-0.06632099,-0.4472225
Erick,7,0,Mano,0.8901,0.53634864,2.33491516,-2.46317244,-135.88320923,261.20092773,94.50764465,0.31453633,0.38004804,-0.80739629,-0.32363805
Erick,7,0,Antebrazo,1.1199,7.54257822,-0.36127335,-0.1523457,138.09562683,352.92999268,-72.64083862,0.63803452,-0.61540347,-0.09207517,-0.45355564
Erick,7,0,Mano,0.9001,-0.25931853,1.23615396,-1.4449774,47.4643631,22.50114632,50.39414978,0.31625581,0.38473329,-0.80596286,-0.31997871
Erick,7,0,Mano,0.9101,-0.89733195,0.27397999,-0.18998505,152.04852295,-64.16919708,29.21250153,0.31767997,0.38638586,-0.80999631,-0.3060905
Erick,7,0,Mano,0.9201,-0.75540227,-0.32264191,0.72669929,182.89610291,-56.01583862,0.47018504,0.40922996,0.17141299,-0.89508885,-0.0443218
Erick,7,0,Mano,0.9301,-0.12292922,-0.4457114,1.27424407,163.70779419,-25.46524811,-24.81228447,0.41135493,0.16876626,-0.8952089,-0.03010281
Erick,7,0,Mano,0.9401,0.44768637,-0.23956291,1.46536267,127.71340179,-16.30088425,-31.15002441,0.41375881,0.16602132,-0.89491582,-0.01913812
Erick,7,0,Mano,0.9501,0.78648347,0.13518383,1.43817973,76.38362885,-14.95381832,-34.46087265,0.41566843,0.16300496,-0.89470094,-0.01262762
Erick,7,0,Mano,0.9601,1.2485925,0.54370713,1.17799675,38.45537567,-23.93696213,-58.8361702,0.41777256,0.15776639,-0.89469928,-0.00944688
Erick,7,0,Mano,0.9701,1.47878122,0.62329948,0.97848022,18.88665581,-54.05811691,-92.10012054,0.48863786,0.28043199,-0.81934667,-0.106123
Erick,7,0,Antebrazo,1.1299,4.04940176,-0.76761448,-2.04640222,-93.64186859,594.89227295,-152.64070129,0.75979316,-0.5156132,-0.01471014,-0.39577928
Erick,7,0,Mano,0.9801,1.21537197,0.2510134,0.84189725,-18.92492676,-82.56898499,-135.37280273,0.4896102,0.26729929,-0.82275015,-0.10915694
Erick,7,0,Antebrazo,1.1399,1.53212142,-0.75262558,-2.01295948,-109.97215271,443.28695679,-168.1394043,0.7743504,-0.48183331,-0.03135794,-0.40894359
Erick,7,0,Antebrazo,1.1499,1.23841834,-0.56994629,-1.23622859,-106.92017365,288.80084229,-92.30955505,0.78182995,-0.45901692,-0.04077732,-0.41997936
Erick,7,0,Antebrazo,1.1599,1.08842349,-0.0482072,-0.64181352,-115.7636261,100.03723907,-30.90328979,0.78331697,-0.44854847,-0.03988027,-0.42851907
Erick,7,0,Antebrazo,1.1699,0.96577817,0.29569054,-0.47070584,-112.60113525,-77.39530945,9.55385399,0.78045827,-0.44949669,-0.02946641,-0.43355453
Erick,7,0,Mano,0.9901,1.06797457,-0.16085196,0.93181825,-64.99331665,-60.81438065,-147.11630249,0.49107426,0.25450385,-0.82491893,-0.11654463
Erick,7,0,Antebrazo,1.1799,0.86739945,0.54866219,-0.82729775,-103.7052536,-93.13980103,78.53875732,0.8531782,-0.37564006,0.12473262,-0.33974025
Erick,7,0,Antebrazo,1.1899,0.41690186,0.41285998,-0.87260318,-76.77243805,30.42749214,75.12973785,0.85031641,-0.37409738,0.12371168,-0.34886783
Erick,7,0,Antebrazo,1.1999,0.25611976,-0.09458562,-0.99893665,-95.97736359,151.58851624,-13.50446987,0.85335147,-0.36185431,0.11800039,-0.35627076
Erick,7,0,Mano,1.0001,1.05083513,-0.57052642,0.95950603,-116.53874207,-6.17743683,-140.46389771,0.49399143,0.24479091,-0.82429063,-0.12882134
Erick,7,0,Mano,1.0101,1.27634704,-0.83575237,0.80931824,-173.58969116,55.25597763,-128.32392883,0.4984085,0.23884496,-0.82043546,-0.14638235
Erick,7,0,Antebrazo,1.2099,0.39453992,-0.89897692,-1.27580178,-90.2412262,190.2203064,-119.68852997,0.86106181,-0.34297186,0.11277016,-0.35808632
Erick,7,0,Antebrazo,1.2199,0.7155357,-1.63538265,-1.31100333,-150.90092468,150.82946777,-196.58447266,0.86958808,-0.31926748,0.11522545,-0.35861954
Erick,7,0,Mano,1.0201,1.58795273,-0.69256377,0.46497488,-227.68382263,94.82344055,-120.54574585,0.57808065,0.20890883,-0.77795398,-0.13025983
Erick,7,0,Antebrazo,1.2299,1.39063847,-2.05320716,-1.3966465,-242.57981873,100.21465302,-239.77313232,0.87930799,-0.3166697,0.06977322,-0.34881172
Erick,7,0,Antebrazo,1.2399,1.92165256,-2.05378556,-1.59984338,-292.78594971,76.94536591,-154.09118652,0.88229758,-0.29193735,0.0810969,-0.36020407
Erick,7,0,Mano,1.0301,1.86063778,-0.36991149,0.00267513,-258.4524231,95.65110016,-115.88737488,0.5822053,0.2082981,-0.77048874,-0.15490675
Erick,7,0,Mano,1.0401,1.89152384,0.01882013,-0.37463063,-265.72756958,64.69239807,-112.24130249,0.58389723,0.20672777,-0.76419455,-0.17981754
Erick,7,0,Mano,1.0501,1.69729686,0.34462962,-0.61232567,-256.94338989,34.20931625,-117.72871399,0.58387423,0.20332938,-0.75906426,-0.20388649
Erick,7,0,Antebrazo,1.2499,1.47222114,-1.59179175,-1.96438098,-236.56944275,66.94406128,18.37549019,0.87939262,-0.27874589,0.08471143,-0.37655461
Erick,7,0,Mano,1.0601,1.60649264,0.29644495,-0.80433744,-249.87902832,17.21064568,-132.9834137,0.58318776,0.1979306,-0.75427943,-0.22754827
Erick,7,0,Antebrazo,1.2599,0.87618572,-1.00827849,-1.86927843,-198.95471191,23.26966476,125.99063873,0.8722375,-0.27467391,0.08583687,-0.39545929
Erick,7,0,Mano,1.0701,1.41497982,0.20104924,-1.00283575,-268.25698853,6.4423666,-139.76339722,0.58316386,0.16563596,-0.74474382,-0.27900058
Erick,7,0,Mano,1.0801,1.15207422,0.48242515,-1.03651786,-296.26205444,28.69652939,-142.52003479,0.58148926,0.16020785,-0.73658109,-0.30602625
Erick,7,0,Mano,1.0901,1.20664239,0.89411283,-1.12567282,-302.46939087,89.51535034,-149.77613831,0.58310318,0.15579256,-0.72423005,-0.33348209
Erick,7,0,Antebrazo,1.2699,0.51718503,-0.56159699,-1.53437853,-217.13774109,21.64945602,142.09718323,0.86377287,-0.27050561,0.08712874,-0.41609097
Erick,7,0,Antebrazo,1.2799,0.34512454,-0.197558,-1.43943143,-223.72831726,87.76615906,98.59225464,0.8566007,-0.27248299,0.12531593,-0.41986206
Erick,7,0,Mano,1.1001,1.52642715,1.00797081,-1.26023221,-278.80114746,145.31462097,-152.3449707,0.5883131,0.15197232,-0.70855021,-0.35881585
Erick,7,0,Antebrazo,1.2899,0.37665942,0.06145898,-1.70946503,-221.34375,169.01037598,8.94209099,0.85550874,-0.25338596,0.12252852,-0.43461153
Erick,7,0,Antebrazo,1.2999,0.70260048,0.08598527,-2.13339424,-227.98535156,215.63771057,-74.74084473,0.85749388,-0.22756703,0.12040487,-0.44544381
Erick,7,0,Antebrazo,1.3099,1.146088,-0.06813198,-2.37396836,-225.92738342,221.90809631,-114.20903015,0.86022639,-0.19955133,0.11943198,-0.45379061
Erick,7,0,Antebrazo,1.3199,1.49678099,-0.25471726,-2.43039322,-214.06759644,217.32727051,-102.60401917,0.86210233,-0.17270459,0.11768921,-0.46162981
Erick,7,0,Antebrazo,1.3299,1.71153593,-0.33984357,-2.42045569,-191.3767395,201.71531677,-67.80969238,0.86178797,-0.16601832,0.10485633,-0.46772295
Erick,7,0,Antebrazo,1.3399,1.8186872,-0.25412378,-2.34816003,-161.26829529,179.00114441,-50.94539642,0.8619591,-0.14604352,0.10129663,-0.47480202
Erick,7,0,Antebrazo,1.3499,1.74375021,-0.07128423,-2.14237189,-133.11776733,152.190979,-85.80318451,0.86308473,-0.12727521,0.10023323,-0.47837132
Erick,7,0,Antebrazo,1.3599,1.52759373,0.02610933,-1.98543489,-128.17280579,151.1652832,-116.24576569,0.86483461,-0.10737235,0.10059121,-0.48001426
Erick,7,0,Mano,1.1101,1.91308689,0.96212506,-1.22679138,-246.83047485,178.27516174,-137.95211792,0.5956108,0.14931318,-0.69124073,-0.38097212
Erick,7,0,Mano,1.1201,2.35055447,1.11743498,-1.23569334,-220.56407166,184.56712341,-118.84843445,0.60800248,0.12355691,-0.66188353,-0.42068616
Erick,7,0,Mano,1.1301,2.47786212,1.35342777,-1.33471024,-201.23025513,166.47193909,-109.23795319,0.61446798,0.12170614,-0.64511859,-0.43753719
Erick,7,0,Mano,1.1401,2.42999125,1.56330252,-1.39298224,-183.95155334,148.64678955,-113.74147797,0.61996388,0.11875391,-0.62949562,-0.45307574
Erick,7,0,Mano,1.1501,2.4459281,1.59805036,-1.38983154,-158.41290283,139.77584839,-126.96727753,0.62539041,0.11391833,-0.61472929,-0.46692342
Erick,7,0,Mano,1.1601,2.49747682,1.52990925,-1.24750912,-133.813797,137.15621948,-133.79989624,0.63108867,0.10781469,-0.60056233,-0.47898632
Erick,7,0,Mano,1.1701,2.61801505,1.50190008,-1.00149989,-109.80056763,142.30740356,-124.83981323,0.64008176,0.0874978,-0.57813597,-0.49839583
Erick,7,0,Antebrazo,1.3699,1.33229434,0.04949482,-1.99738824,-126.43178558,163.26489258,-108.84641266,0.86630803,-0.0871404,0.099704,-0.48163903
Erick,7,0,Antebrazo,1.3799,1.19719946,0.03850463,-2.02388906,-121.06970215,169.24809265,-65.65787506,0.86759847,-0.09788676,0.10742743,-0.4755528
Erick,7,0,Mano,1.1801,2.82108283,1.4509455,-0.81327021,-88.33428192,143.68159485,-108.27656555,0.64677417,0.08214694,-0.56483918,-0.50585753
Erick,7,0,Antebrazo,1.3899,1.12193227,0.02952366,-2.02485132,-116.45679474,161.64518738,-24.86923027,0.86725926,-0.08200102,0.10184281,-0.4803803
Erick,7,0,Mano,1.1901,2.90001273,1.31337965,-0.67916572,-74.54320526,123.18522644,-89.58127594,0.65238613,0.07777398,-0.55338883,-0.51196128
Erick,8,0,Antebrazo,-0.0,-0.71382421,-2.29489326,-1.96010077,46.11997604,-307.45822144,-124.76906586,0.67006773,-0.65464711,0.26410997,-0.22954829
Erick,8,0,Antebrazo,0.01,-0.655586,-2.07769251,-1.54073071,77.07106781,-275.26422119,-175.34407043,0.66470695,-0.66593945,0.2817663,-0.18787521
Erick,8,0,Antebrazo,0.02,-0.8616125,-2.00248766,-1.28840923,109.71987152,-217.01203918,-218.15138245,0.67258292,-0.6612407,0.28999108,-0.16216718
Erick,8,0,Antebrazo,0.03,-1.09785914,-1.67846119,-1.19817364,153.62661743,-153.01242065,-261.28048706,0.68443626,-0.65403104,0.29202092,-0.1360669
Erick,8,0,Mano,0.0001,-4.14797258,-2.28124642,-0.2972073,-61.00163269,18.46133423,226.22128296,0.29426935,-0.48502505,-0.81708241,0.10262905
Erick,8,0,Antebrazo,0.04,-0.85894388,-1.10606158,-1.16272056,217.1423645,-110.6211319,-318.00332642,0.70028228,-0.64445955,0.28791058,-0.10669701
Erick,8,0,Mano,0.0101,-4.97583675,-2.291044,-0.73368782,-105.05141449,38.15647507,243.72407532,0.27757382,-0.49531537,-0.81824785,0.08992188
Erick,8,0,Antebrazo,0.05,-0.18370543,-0.17645054,-0.45105535,285.62817383,-98.49272156,-395.12249756,0.71987283,-0.6315369,0.27903968,-0.07128271
Erick,8,0,Antebrazo,0.06,1.34918094,1.26780987,1.3504703,328.19369507,-106.00980377,-491.09786987,0.78754616,-0.57014441,0.23336121,0.01578164
Erick,8,0,Antebrazo,0.07,2.88904214,3.13056374,3.33630252,300.36422729,-67.93991089,-543.44854736,0.80907285,-0.54221863,0.21991764,0.05510394
Erick,8,0,Mano,0.0201,-5.33149242,-2.0285399,-0.69971544,-138.35261536,30.89151001,228.05792236,0.2625798,-0.50728226,-0.81722927,0.07650478
Erick,8,0,Antebrazo,0.08,2.69103694,4.73355246,4.91219854,196.59202576,-8.75968266,-569.23187256,0.83178604,-0.50827122,0.20623451,0.08520371
Erick,8,0,Mano,0.0301,-5.15656757,-1.71379781,-0.60947889,-140.13244629,10.5049057,162.36601257,0.21429394,-0.52879345,-0.82052982,0.03444349
Erick,8,0,Antebrazo,0.09,0.34080917,4.43041134,4.65370893,61.67985153,87.87719727,-539.53533936,0.85468817,-0.47208422,0.19106551,0.10069096
Erick,8,0,Antebrazo,0.1,-4.21015501,5.24169207,3.37497187,-55.02721024,315.15786743,-493.25125122,0.8793025,-0.43659765,0.16360943,0.09716827
Erick,8,0,Mano,0.0401,-4.63532448,-1.82948363,-0.73005581,-121.42179108,-32.83004379,70.75297546,0.21002918,-0.5386281,-0.81538332,0.03029476
Erick,8,0,Mano,0.0501,-4.18955994,-1.72586691,-0.71723986,-114.7587204,-104.36860657,-10.12157917,0.21087009,-0.54935604,-0.8078419,0.03366361
Erick,8,0,Mano,0.0601,-4.06183052,-1.49828517,-0.87489933,-99.27226257,-169.45809937,-107.7762146,0.21801981,-0.55984622,-0.79813623,0.04492471
Erick,8,0,Mano,0.0701,-3.55548501,-1.38947034,-0.99743652,-63.54888153,-215.12356567,-209.94680786,0.23166397,-0.56785858,-0.78728461,0.06365091
Erick,8,0,Mano,0.0801,-2.54421401,-1.42543817,-1.47819698,-26.15752602,-294.47268677,-289.82888794,0.26444858,-0.548715,-0.79295373,0.01425983
Erick,8,0,Mano,0.0901,-1.26980376,-1.30141771,-1.72139788,-9.73466873,-521.13214111,-325.27236938,0.27964503,-0.56496334,-0.7740218,0.05920664
Erick,8,0,Mano,0.1001,-0.09958412,-0.55120283,-0.75987267,-77.69236755,-808.90338135,-327.35400391,0.28921509,-0.59409815,-0.74081194,0.12082974
Erick,8,0,Mano,0.1101,0.94568092,1.70006871,-0.29087192,-178.3298645,-1137.98901367,-397.03347778,0.2966758,-0.63442415,-0.68481922,0.20127635
Erick,8,0,Mano,0.1201,2.16298223,3.98622584,1.06132162,-292.6512146,-1416.24621582,-607.13262939,0.31167877,-0.67391181,-0.59930527,0.29921997
Erick,8,0,Mano,0.1301,0.83763301,7.06046534,1.13480926,-470.42602539,-1394.94848633,-897.80175781,0.18585248,-0.77832443,-0.3512834,0.48607624
Erick,8,0,Mano,0.1401,-3.67359948,8.03069782,0.36458528,-509.52145386,-1062.64025879,-1263.18457031,0.23046766,-0.73113978,-0.26036,0.58696848
Erick,8,0,Mano,0.1501,-1.74017024,8.071805,-3.27968717,-318.81866455,-102.8482666,-1094.71020508,0.28603864,-0.67061216,-0.24145813,0.64043683
Erick,8,0,Mano,0.1601,6.20138788,6.92373657,-3.12504292,-203.46665955,365.86636353,-803.18725586,0.33591887,-0.61668611,-0.26021031,0.66268194
Erick,8,0,Antebrazo,0.11,-2.21344757,6.57664251,2.26901412,-86.64394379,409.8265686,-404.32888794,0.93132651,-0.35347128,0.07960762,0.03676751
Erick,8,0,Antebrazo,0.12,0.54881972,4.13926125,1.37036514,-94.65079498,209.53683472,-138.17025757,0.93749857,-0.34098184,0.06473026,0.02525514
Erick,8,0,Mano,0.1701,7.97769642,4.97889471,-2.69243813,-98.74482727,246.19993591,-386.89419556,0.36101979,-0.58830631,-0.27403039,0.66967744
Erick,8,0,Antebrazo,0.13,-1.18925297,1.81388211,0.88951653,-154.66217041,4.9877944,81.12323761,0.9359566,-0.34508583,0.06908723,0.0113169
Erick,8,0,Mano,0.1801,5.15197659,3.05070496,-0.99881047,-68.55580139,19.06881905,76.45738983,0.54352814,-0.45735076,-0.35789406,0.60606879
Erick,8,0,Antebrazo,0.14,-1.44172359,1.99719906,0.47902203,-201.86375427,4.85681057,230.32472229,0.92978108,-0.36024362,0.07518104,-0.00891674
Erick,8,0,Antebrazo,0.15,-0.20120685,1.84258878,0.31793886,-232.28390503,9.46853065,286.71261597,0.92115855,-0.37908167,0.08183514,-0.03266483
Erick,8,0,Antebrazo,0.16,0.54932547,1.63520527,0.37951446,-256.93060303,-22.15028954,310.31848145,0.93703532,-0.26467001,0.18026842,0.13934828
Erick,8,0,Antebrazo,0.17,0.23366711,1.69034541,0.29763529,-263.55157471,-23.16497612,336.61514282,0.93286335,-0.28430545,0.19189221,0.11006275
Erick,8,0,Antebrazo,0.18,0.03774478,1.46053505,0.0978848,-253.91053772,60.16542053,341.80862427,0.92860174,-0.30479187,0.19627583,0.07922521
Erick,8,0,Mano,0.1901,1.29265797,2.54918551,-0.58947164,-90.99533081,91.65632629,364.76312256,0.53659821,-0.47992414,-0.37161013,0.58620918
Erick,8,0,Antebrazo,0.19,0.08388741,1.13258255,-0.12653676,-244.95571899,132.71302795,321.27084351,0.92476475,-0.32382196,0.19410446,0.04767713
Erick,8,0,Mano,0.2001,0.08120109,2.5603528,-1.16589844,-122.75889587,193.77986145,476.87179565,0.52768946,-0.50601631,-0.39420411,0.55686122
Erick,8,0,Mano,0.2101,-0.38782164,2.08168101,-1.53183913,-127.17816925,272.15997314,469.20913696,0.51929104,-0.52774221,-0.42121747,0.5238328
Erick,8,0,Antebrazo,0.2,0.17235652,0.8662169,-0.38006917,-237.81097412,184.75520325,295.97348022,0.92121208,-0.34073165,0.18713063,0.01589143
Erick,8,0,Mano,0.2201,-0.87455618,1.61295724,-1.7552557,-125.87104034,337.96707153,398.05032349,0.51382399,-0.54148555,-0.45014158,0.49005198
Erick,8,0,Antebrazo,0.21,0.27191982,0.64329231,-0.64286172,-239.4223938,214.76261902,274.95935059,0.92907381,-0.28588673,0.22174677,-0.07693571
Erick,8,0,Antebrazo,0.22,0.34361622,0.58245254,-0.87750757,-239.38435364,229.34790039,255.64221191,0.92579824,-0.29659101,0.20763488,-0.10871606
Erick,8,0,Antebrazo,0.23,0.42456365,0.53110206,-0.99056435,-227.945755,229.21838379,230.133255,0.92209005,-0.30525753,0.19318372,-0.13873701
Erick,8,0,Antebrazo,0.24,0.44239959,0.40398905,-0.99198616,-204.79179382,207.10095215,196.8004303,0.91812116,-0.31195444,0.18001643,-0.16532424
Erick,8,0,Antebrazo,0.25,0.39599621,0.23317176,-0.98403853,-181.45405579,178.54818726,169.74395752,0.91394341,-0.31737232,0.16866751,-0.18850344
Erick,8,0,Antebrazo,0.26,0.32563984,-0.08722217,-0.92278361,-165.25312805,152.04504395,143.26535034,0.90873516,-0.29434517,0.26919472,-0.12286371
Erick,8,0,Antebrazo,0.27,0.23389962,-0.23443003,-0.74619496,-155.48985291,126.84454346,122.64826965,0.90724838,-0.29678851,0.26207295,-0.14189747
Erick,8,0,Mano,0.2301,-1.06822383,1.14877677,-1.65645981,-122.59574127,374.91778564,306.41366577,0.48734722,-0.63477296,-0.40513432,0.44206583
Erick,8,0,Antebrazo,0.28,0.14331654,-0.23856613,-0.74810427,-147.67840576,110.59638214,104.23236084,0.90559119,-0.29821596,0.25613311,-0.15927248
Erick,8,0,Mano,0.2401,-1.11580145,0.69042259,-1.36439598,-129.87130737,408.01065063,224.84243774,0.4944773,-0.63395005,-0.4310956,0.40958047
Erick,8,0,Antebrazo,0.29,-0.00711931,-0.36886281,-0.84537768,-141.3931427,126.79511261,87.43299103,0.90452385,-0.29820672,0.24887875,-0.17597929
Erick,8,0,Mano,0.2501,-0.89435709,0.26460826,-0.93306619,-152.00314331,438.31854248,146.99890137,0.50646901,-0.62735945,-0.4553785,0.37754428
Erick,8,0,Antebrazo,0.3,-0.17044626,-0.41451824,-0.90776503,-126.06048584,166.33097839,68.0777359,0.90473944,-0.29642019,0.23828468,-0.19183844
Erick,8,0,Antebrazo,0.31,0.05198319,-0.37780043,-0.96238226,-108.34566498,186.45549011,53.64504623,0.89163315,-0.30115199,0.29234385,-0.16980296
Erick,8,0,Mano,0.2601,-0.61651391,-0.11746831,-0.69510388,-200.33807373,450.14544678,86.19074249,0.5232563,-0.61732018,-0.47593901,0.34438479
Erick,8,0,Mano,0.2701,-0.36070621,-0.47211492,-0.67860579,-269.87664795,425.09902954,48.05477142,0.54354101,-0.60715085,-0.49016547,0.30930385
Erick,8,0,Mano,0.2801,-0.04604165,-0.57501894,-0.90480769,-327.94625854,362.77972412,32.86326981,0.61794978,-0.58782732,-0.4889693,0.18304707
Erick,8,0,Mano,0.2901,0.1933752,-0.62005007,-0.94126207,-365.26559448,283.18173218,38.44475555,0.6345762,-0.58145237,-0.48753974,0.1467353
Erick,8,0,Mano,0.3001,0.03719761,-0.45233434,-1.07891452,-379.35879517,218.71165466,48.79542542,0.64824843,-0.578592,-0.48230428,0.11130112
Erick,8,0,Antebrazo,0.32,0.31228256,-0.37083453,-1.03885305,-95.12411499,190.17562866,33.86608124,0.89446414,-0.2970573,0.27975506,-0.18283346
Erick,8,0,Mano,0.3101,0.02068023,-0.14000307,-1.36228633,-339.6656189,150.40325928,60.96794128,0.65746278,-0.57859874,-0.47591823,0.08042466
Erick,8,0,Antebrazo,0.33,0.40026522,-0.40410781,-1.06883883,-86.87628174,176.13702393,22.27987862,0.89706767,-0.29254383,0.268107,-0.19443879
Erick,8,0,Antebrazo,0.34,0.49142182,-0.33606973,-1.24438119,-84.23368835,155.40859985,18.98304367,0.89905262,-0.28819194,0.25797945,-0.20517436
Erick,8,0,Mano,0.3201,0.00384719,-0.1975105,-1.25743937,-275.25973511,100.89994049,65.77256775,0.66291732,-0.57990891,-0.47029027,0.05543905
Erick,8,0,Mano,0.3301,-0.1911677,-0.33287519,-1.1300447,-204.5191803,107.01911163,65.36177826,0.64832175,-0.63923442,-0.41301486,0.02184355
Erick,8,0,Mano,0.3401,-0.3581028,-0.71586841,-1.0232302,-144.57945251,124.54795837,72.31523132,0.6520744,-0.63554114,-0.41335604,0.00483498
Erick,8,0,Mano,0.3501,-0.42693698,-1.0128485,-0.83164459,-107.23512268,159.89387512,90.50582123,0.65535778,-0.62924075,-0.41764078,-0.01177222
Erick,8,0,Antebrazo,0.35,0.58985358,-0.22600891,-1.35630393,-83.77973938,123.87639618,19.52261162,0.90010929,-0.28446817,0.25023651,-0.21508789
Erick,8,0,Antebrazo,0.36,0.50294757,-0.15473533,-1.39020324,-75.61676025,82.84498596,13.65607452,0.88784981,-0.2750009,0.29627332,-0.21981674
Erick,8,0,Mano,0.3601,-0.44180784,-1.07465267,-0.70934927,-100.99714661,196.68785095,99.03414154,0.65923369,-0.62046021,-0.42375061,-0.02959096
Erick,8,0,Mano,0.3701,-0.41499659,-0.99705344,-0.73315811,-100.44597626,216.25437927,97.31876373,0.66360831,-0.61010069,-0.43023631,-0.04793632
Erick,8,0,Mano,0.3801,-0.32964462,-0.91941172,-0.69182217,-102.6541748,218.09184265,84.15118408,0.64049077,-0.64902222,-0.40978426,-0.02487442
Erick,8,0,Antebrazo,0.37,0.32079691,-0.26285899,-1.37285161,-61.22804642,36.43682861,3.98927951,0.887712,-0.27236626,0.29499051,-0.22531
Erick,8,0,Mano,0.3901,-0.1910969,-0.74962324,-0.9207564,-106.22602844,194.17417908,59.31695557,0.64676219,-0.63977718,-0.41315082,-0.04111323
Erick,8,0,Mano,0.4001,-0.08507672,-0.86991441,-1.23012733,-98.05633545,129.72763062,30.62776756,0.65164429,-0.63373578,-0.41339993,-0.05328396
Erick,8,0,Antebrazo,0.38,0.1691516,-0.44204101,-1.30537355,-41.65684891,-0.97157699,-8.73624802,0.88720679,-0.27029201,0.2963109,-0.22804898
Erick,8,0,Mano,0.4101,-0.04584365,-0.99567729,-1.4126755,-87.71955109,61.25787354,14.94101906,0.6544022,-0.63150668,-0.41127044,-0.06175539
Erick,8,0,Antebrazo,0.39,0.03081421,-0.60638463,-1.18090856,-19.06970787,-20.86000443,-24.72799873,0.88694417,-0.26827508,0.29888001,-0.22809952
Erick,8,0,Mano,0.4201,-0.21264638,-1.08690369,-1.38813531,-69.41945648,13.75937462,19.65454102,0.65477401,-0.63204408,-0.40891409,-0.06768024
Erick,8,0,Mano,0.4301,-0.43997571,-1.17737639,-1.23372757,-38.02916718,-14.22391033,43.68221664,0.63012916,-0.66995722,-0.38960025,-0.04802349
Erick,8,0,Mano,0.4401,-0.54475617,-1.22045565,-0.99912226,-8.73134422,-11.06500149,69.270401,0.62627453,-0.67187482,-0.39203373,-0.05171112
Erick,8,0,Mano,0.4501,-0.62052125,-1.29289079,-0.80273509,12.02408123,10.59932327,85.50362396,0.62220329,-0.67238575,-0.39707044,-0.05563857
Erick,8,0,Antebrazo,0.4,-0.07394539,-0.74382627,-1.03858733,5.91757679,-17.11662865,-40.50249481,0.88758594,-0.26590163,0.30081871,-0.22582212
Erick,8,0,Mano,0.4601,-0.62493563,-1.37592018,-0.59871387,20.4006958,30.28113747,88.65138245,0.61866051,-0.67157698,-0.40331119,-0.05986351
Erick,8,0,Antebrazo,0.41,0.09178251,-0.74000847,-0.93998128,29.94715309,6.09889793,-47.16031647,0.87676555,-0.30046633,0.32220635,-0.19283465
Erick,8,0,Mano,0.4701,-0.57856572,-1.4726851,-0.48561907,14.9599247,46.44247818,70.65391541,0.61677653,-0.66956258,-0.4088605,-0.06407568
Erick,8,0,Mano,0.4801,-0.51590276,-1.54034007,-0.49412215,5.01759338,50.97507477,37.29255676,0.59214401,-0.6955179,-0.40693298,-0.00509301
Erick,8,0,Antebrazo,0.42,0.36842632,-0.78983104,-0.8809517,51.41728592,27.53631973,-48.09690475,0.87954795,-0.29838765,0.31941929,-0.187967
