student_id,sample_number,bad_frames
DianaItzel,01,"[{'frame_number': 1, 'timestamp_ms': 369}, {'frame_number': 2, 'timestamp_ms': 405}, {'frame_number': 3, 'timestamp_ms': 437}, {'frame_number': 4, 'timestamp_ms': 470}, {'frame_number': 5, 'timestamp_ms': 506}, {'frame_number': 6, 'timestamp_ms': 537}, {'frame_number': 7, 'timestamp_ms': 570}, {'frame_number': 8, 'timestamp_ms': 606}, {'frame_number': 10, 'timestamp_ms': 671}, {'frame_number': 12, 'timestamp_ms': 739}, {'frame_number': 13, 'timestamp_ms': 773}, {'frame_number': 15, 'timestamp_ms': 837}, {'frame_number': 16, 'timestamp_ms': 869}, {'frame_number': 17, 'timestamp_ms': 903}]"
DianaItzel,02,"[{'frame_number': 0, 'timestamp_ms': 1416}, {'frame_number': 1, 'timestamp_ms': 1446}, {'frame_number': 2, 'timestamp_ms': 1476}, {'frame_number': 3, 'timestamp_ms': 1509}, {'frame_number': 4, 'timestamp_ms': 1542}, {'frame_number': 5, 'timestamp_ms': 1576}, {'frame_number': 6, 'timestamp_ms': 1611}, {'frame_number': 7, 'timestamp_ms': 1642}, {'frame_number': 8, 'timestamp_ms': 1675}, {'frame_number': 9, 'timestamp_ms': 1712}, {'frame_number': 10, 'timestamp_ms': 1758}, {'frame_number': 11, 'timestamp_ms': 1777}, {'frame_number': 12, 'timestamp_ms': 1783}, {'frame_number': 13, 'timestamp_ms': 1812}, {'frame_number': 14, 'timestamp_ms': 1843}, {'frame_number': 15, 'timestamp_ms': 1877}, {'frame_number': 16, 'timestamp_ms': 1911}, {'frame_number': 17, 'timestamp_ms': 1943}, {'frame_number': 18, 'timestamp_ms': 1979}, {'frame_number': 19, 'timestamp_ms': 2015}, {'frame_number': 20, 'timestamp_ms': 2047}, {'frame_number': 21, 'timestamp_ms': 2077}, {'frame_number': 22, 'timestamp_ms': 2110}, {'frame_number': 23, 'timestamp_ms': 2144}, {'frame_number': 24, 'timestamp_ms': 2179}, {'frame_number': 25, 'timestamp_ms': 2210}, {'frame_number': 26, 'timestamp_ms': 2244}, {'frame_number': 27, 'timestamp_ms': 2276}, {'frame_number': 28, 'timestamp_ms': 2316}, {'frame_number': 29, 'timestamp_ms': 2352}, {'frame_number': 30, 'timestamp_ms': 2378}, {'frame_number': 31, 'timestamp_ms': 2410}, {'frame_number': 32, 'timestamp_ms': 2447}, {'frame_number': 33, 'timestamp_ms': 2478}, {'frame_number': 34, 'timestamp_ms': 2510}, {'frame_number': 35, 'timestamp_ms': 2546}, {'frame_number': 36, 'timestamp_ms': 2584}, {'frame_number': 37, 'timestamp_ms': 2611}, {'frame_number': 38, 'timestamp_ms': 2647}, {'frame_number': 39, 'timestamp_ms': 2684}, {'frame_number': 40, 'timestamp_ms': 2713}, {'frame_number': 41, 'timestamp_ms': 2744}, {'frame_number': 42, 'timestamp_ms': 2782}, {'frame_number': 43, 'timestamp_ms': 2816}, {'frame_number': 44, 'timestamp_ms': 2844}, {'frame_number': 45, 'timestamp_ms': 2878}, {'frame_number': 46, 'timestamp_ms': 2917}, {'frame_number': 47, 'timestamp_ms': 2945}, {'frame_number': 48, 'timestamp_ms': 2982}, {'frame_number': 49, 'timestamp_ms': 3011}, {'frame_number': 50, 'timestamp_ms': 3050}, {'frame_number': 51, 'timestamp_ms': 3085}, {'frame_number': 52, 'timestamp_ms': 3115}, {'frame_number': 53, 'timestamp_ms': 3144}, {'frame_number': 54, 'timestamp_ms': 3177}, {'frame_number': 55, 'timestamp_ms': 3213}, {'frame_number': 56, 'timestamp_ms': 3250}, {'frame_number': 57, 'timestamp_ms': 3279}, {'frame_number': 58, 'timestamp_ms': 3314}, {'frame_number': 59, 'timestamp_ms': 3346}, {'frame_number': 60, 'timestamp_ms': 3381}, {'frame_number': 61, 'timestamp_ms': 3415}, {'frame_number': 62, 'timestamp_ms': 3445}, {'frame_number': 63, 'timestamp_ms': 3480}, {'frame_number': 64, 'timestamp_ms': 3519}, {'frame_number': 65, 'timestamp_ms': 3546}, {'frame_number': 66, 'timestamp_ms': 3580}, {'frame_number': 67, 'timestamp_ms': 3619}, {'frame_number': 68, 'timestamp_ms': 3653}, {'frame_number': 69, 'timestamp_ms': 3678}, {'frame_number': 70, 'timestamp_ms': 3712}, {'frame_number': 71, 'timestamp_ms': 3750}, {'frame_number': 72, 'timestamp_ms': 3786}, {'frame_number': 73, 'timestamp_ms': 3816}, {'frame_number': 74, 'timestamp_ms': 3854}, {'frame_number': 75, 'timestamp_ms': 3880}, {'frame_number': 76, 'timestamp_ms': 3912}, {'frame_number': 77, 'timestamp_ms': 3945}, {'frame_number': 78, 'timestamp_ms': 3979}, {'frame_number': 79, 'timestamp_ms': 4013}, {'frame_number': 80, 'timestamp_ms': 4049}, {'frame_number': 81, 'timestamp_ms': 4088}, {'frame_number': 82, 'timestamp_ms': 4118}, {'frame_number': 83, 'timestamp_ms': 4147}, {'frame_number': 84, 'timestamp_ms': 4186}, {'frame_number': 85, 'timestamp_ms': 4212}, {'frame_number': 86, 'timestamp_ms': 4246}, {'frame_number': 87, 'timestamp_ms': 4281}, {'frame_number': 88, 'timestamp_ms': 4320}, {'frame_number': 89, 'timestamp_ms': 4354}, {'frame_number': 90, 'timestamp_ms': 4379}, {'frame_number': 91, 'timestamp_ms': 4412}, {'frame_number': 92, 'timestamp_ms': 4447}, {'frame_number': 93, 'timestamp_ms': 4479}, {'frame_number': 94, 'timestamp_ms': 4517}, {'frame_number': 95, 'timestamp_ms': 4556}, {'frame_number': 96, 'timestamp_ms': 4584}, {'frame_number': 97, 'timestamp_ms': 4615}, {'frame_number': 98, 'timestamp_ms': 4647}, {'frame_number': 99, 'timestamp_ms': 4682}, {'frame_number': 100, 'timestamp_ms': 4716}, {'frame_number': 101, 'timestamp_ms': 4746}, {'frame_number': 102, 'timestamp_ms': 4784}, {'frame_number': 103, 'timestamp_ms': 4819}, {'frame_number': 104, 'timestamp_ms': 4847}, {'frame_number': 105, 'timestamp_ms': 4884}, {'frame_number': 106, 'timestamp_ms': 4916}, {'frame_number': 107, 'timestamp_ms': 4946}, {'frame_number': 108, 'timestamp_ms': 4981}, {'frame_number': 109, 'timestamp_ms': 5016}, {'frame_number': 110, 'timestamp_ms': 5047}, {'frame_number': 111, 'timestamp_ms': 5088}, {'frame_number': 112, 'timestamp_ms': 5118}, {'frame_number': 113, 'timestamp_ms': 5153}, {'frame_number': 114, 'timestamp_ms': 5180}, {'frame_number': 115, 'timestamp_ms': 5213}, {'frame_number': 116, 'timestamp_ms': 5248}, {'frame_number': 117, 'timestamp_ms': 5283}, {'frame_number': 118, 'timestamp_ms': 5317}, {'frame_number': 119, 'timestamp_ms': 5349}, {'frame_number': 120, 'timestamp_ms': 5382}, {'frame_number': 121, 'timestamp_ms': 5413}, {'frame_number': 122, 'timestamp_ms': 5450}, {'frame_number': 123, 'timestamp_ms': 5480}, {'frame_number': 124, 'timestamp_ms': 5517}, {'frame_number': 125, 'timestamp_ms': 5549}, {'frame_number': 126, 'timestamp_ms': 5584}, {'frame_number': 127, 'timestamp_ms': 5614}, {'frame_number': 128, 'timestamp_ms': 5655}, {'frame_number': 129, 'timestamp_ms': 5686}, {'frame_number': 130, 'timestamp_ms': 5714}]"
DianaItzel,03,"[{'frame_number': 0, 'timestamp_ms': 330}, {'frame_number': 1, 'timestamp_ms': 363}, {'frame_number': 2, 'timestamp_ms': 398}, {'frame_number': 3, 'timestamp_ms': 431}, {'frame_number': 4, 'timestamp_ms': 466}, {'frame_number': 5, 'timestamp_ms': 500}, {'frame_number': 6, 'timestamp_ms': 536}, {'frame_number': 7, 'timestamp_ms': 571}, {'frame_number': 8, 'timestamp_ms': 599}, {'frame_number': 9, 'timestamp_ms': 632}, {'frame_number': 10, 'timestamp_ms': 668}, {'frame_number': 11, 'timestamp_ms': 697}, {'frame_number': 12, 'timestamp_ms': 732}, {'frame_number': 13, 'timestamp_ms': 771}, {'frame_number': 14, 'timestamp_ms': 802}]"
DianaItzel,04,"[{'frame_number': 0, 'timestamp_ms': 1440}, {'frame_number': 1, 'timestamp_ms': 1441}, {'frame_number': 2, 'timestamp_ms': 1472}, {'frame_number': 3, 'timestamp_ms': 1507}, {'frame_number': 4, 'timestamp_ms': 1541}, {'frame_number': 5, 'timestamp_ms': 1572}, {'frame_number': 6, 'timestamp_ms': 1604}, {'frame_number': 7, 'timestamp_ms': 1639}, {'frame_number': 8, 'timestamp_ms': 1672}, {'frame_number': 9, 'timestamp_ms': 1707}, {'frame_number': 10, 'timestamp_ms': 1738}, {'frame_number': 11, 'timestamp_ms': 1772}, {'frame_number': 12, 'timestamp_ms': 1812}, {'frame_number': 13, 'timestamp_ms': 1843}, {'frame_number': 14, 'timestamp_ms': 1873}, {'frame_number': 15, 'timestamp_ms': 1907}, {'frame_number': 16, 'timestamp_ms': 1943}, {'frame_number': 17, 'timestamp_ms': 1986}, {'frame_number': 18, 'timestamp_ms': 2006}, {'frame_number': 19, 'timestamp_ms': 2039}, {'frame_number': 20, 'timestamp_ms': 2076}, {'frame_number': 21, 'timestamp_ms': 2112}, {'frame_number': 22, 'timestamp_ms': 2138}, {'frame_number': 23, 'timestamp_ms': 2173}, {'frame_number': 24, 'timestamp_ms': 2212}, {'frame_number': 25, 'timestamp_ms': 2243}, {'frame_number': 26, 'timestamp_ms': 2272}, {'frame_number': 27, 'timestamp_ms': 2311}, {'frame_number': 28, 'timestamp_ms': 2341}, {'frame_number': 29, 'timestamp_ms': 2372}, {'frame_number': 30, 'timestamp_ms': 2408}, {'frame_number': 31, 'timestamp_ms': 2447}, {'frame_number': 32, 'timestamp_ms': 2475}, {'frame_number': 33, 'timestamp_ms': 2506}, {'frame_number': 34, 'timestamp_ms': 2541}, {'frame_number': 35, 'timestamp_ms': 2573}, {'frame_number': 36, 'timestamp_ms': 2611}, {'frame_number': 37, 'timestamp_ms': 2645}, {'frame_number': 38, 'timestamp_ms': 2673}, {'frame_number': 39, 'timestamp_ms': 2708}, {'frame_number': 40, 'timestamp_ms': 2747}, {'frame_number': 41, 'timestamp_ms': 2773}, {'frame_number': 42, 'timestamp_ms': 2807}, {'frame_number': 43, 'timestamp_ms': 2847}, {'frame_number': 44, 'timestamp_ms': 2873}, {'frame_number': 45, 'timestamp_ms': 2910}, {'frame_number': 46, 'timestamp_ms': 2941}, {'frame_number': 47, 'timestamp_ms': 2974}, {'frame_number': 48, 'timestamp_ms': 3007}, {'frame_number': 49, 'timestamp_ms': 3042}, {'frame_number': 50, 'timestamp_ms': 3078}, {'frame_number': 51, 'timestamp_ms': 3106}, {'frame_number': 52, 'timestamp_ms': 3140}, {'frame_number': 53, 'timestamp_ms': 3173}, {'frame_number': 54, 'timestamp_ms': 3206}, {'frame_number': 55, 'timestamp_ms': 3243}, {'frame_number': 56, 'timestamp_ms': 3279}, {'frame_number': 57, 'timestamp_ms': 3308}, {'frame_number': 58, 'timestamp_ms': 3340}, {'frame_number': 59, 'timestamp_ms': 3375}, {'frame_number': 60, 'timestamp_ms': 3410}, {'frame_number': 61, 'timestamp_ms': 3448}, {'frame_number': 62, 'timestamp_ms': 3474}, {'frame_number': 63, 'timestamp_ms': 3511}, {'frame_number': 64, 'timestamp_ms': 3541}, {'frame_number': 65, 'timestamp_ms': 3577}, {'frame_number': 66, 'timestamp_ms': 3611}, {'frame_number': 67, 'timestamp_ms': 3648}, {'frame_number': 68, 'timestamp_ms': 3674}, {'frame_number': 69, 'timestamp_ms': 3707}, {'frame_number': 70, 'timestamp_ms': 3748}, {'frame_number': 71, 'timestamp_ms': 3782}, {'frame_number': 72, 'timestamp_ms': 3808}, {'frame_number': 73, 'timestamp_ms': 3840}, {'frame_number': 74, 'timestamp_ms': 3876}, {'frame_number': 75, 'timestamp_ms': 3909}, {'frame_number': 76, 'timestamp_ms': 3947}, {'frame_number': 77, 'timestamp_ms': 3981}, {'frame_number': 78, 'timestamp_ms': 4009}, {'frame_number': 79, 'timestamp_ms': 4044}, {'frame_number': 80, 'timestamp_ms': 4078}, {'frame_number': 81, 'timestamp_ms': 4114}, {'frame_number': 82, 'timestamp_ms': 4145}, {'frame_number': 83, 'timestamp_ms': 4175}, {'frame_number': 84, 'timestamp_ms': 4208}, {'frame_number': 85, 'timestamp_ms': 4242}, {'frame_number': 86, 'timestamp_ms': 4283}, {'frame_number': 87, 'timestamp_ms': 4311}, {'frame_number': 88, 'timestamp_ms': 4344}, {'frame_number': 89, 'timestamp_ms': 4379}, {'frame_number': 90, 'timestamp_ms': 4478}, {'frame_number': 91, 'timestamp_ms': 4545}, {'frame_number': 92, 'timestamp_ms': 4546}, {'frame_number': 93, 'timestamp_ms': 4577}, {'frame_number': 94, 'timestamp_ms': 4611}, {'frame_number': 95, 'timestamp_ms': 4644}, {'frame_number': 96, 'timestamp_ms': 4674}, {'frame_number': 97, 'timestamp_ms': 4675}, {'frame_number': 98, 'timestamp_ms': 4744}, {'frame_number': 99, 'timestamp_ms': 4789}, {'frame_number': 100, 'timestamp_ms': 4844}, {'frame_number': 101, 'timestamp_ms': 4884}, {'frame_number': 102, 'timestamp_ms': 4909}, {'frame_number': 103, 'timestamp_ms': 4944}, {'frame_number': 104, 'timestamp_ms': 5045}, {'frame_number': 105, 'timestamp_ms': 5046}, {'frame_number': 106, 'timestamp_ms': 5112}, {'frame_number': 107, 'timestamp_ms': 5113}, {'frame_number': 108, 'timestamp_ms': 5178}, {'frame_number': 109, 'timestamp_ms': 5179}, {'frame_number': 110, 'timestamp_ms': 5286}, {'frame_number': 111, 'timestamp_ms': 5287}, {'frame_number': 112, 'timestamp_ms': 5345}, {'frame_number': 113, 'timestamp_ms': 5380}, {'frame_number': 114, 'timestamp_ms': 5512}, {'frame_number': 115, 'timestamp_ms': 5513}, {'frame_number': 116, 'timestamp_ms': 5584}, {'frame_number': 117, 'timestamp_ms': 5617}, {'frame_number': 118, 'timestamp_ms': 5726}, {'frame_number': 119, 'timestamp_ms': 5727}, {'frame_number': 120, 'timestamp_ms': 5846}, {'frame_number': 121, 'timestamp_ms': 5847}, {'frame_number': 122, 'timestamp_ms': 5986}, {'frame_number': 123, 'timestamp_ms': 5987}, {'frame_number': 124, 'timestamp_ms': 6020}, {'frame_number': 125, 'timestamp_ms': 6120}, {'frame_number': 126, 'timestamp_ms': 6146}, {'frame_number': 127, 'timestamp_ms': 6221}, {'frame_number': 128, 'timestamp_ms': 6279}, {'frame_number': 129, 'timestamp_ms': 6346}, {'frame_number': 130, 'timestamp_ms': 6414}, {'frame_number': 131, 'timestamp_ms': 6477}]"
DianaMinerva,01,"[{'frame_number': 0, 'timestamp_ms': 378}, {'frame_number': 1, 'timestamp_ms': 412}, {'frame_number': 2, 'timestamp_ms': 445}, {'frame_number': 3, 'timestamp_ms': 479}, {'frame_number': 4, 'timestamp_ms': 512}, {'frame_number': 5, 'timestamp_ms': 545}, {'frame_number': 6, 'timestamp_ms': 578}, {'frame_number': 7, 'timestamp_ms': 612}, {'frame_number': 8, 'timestamp_ms': 646}, {'frame_number': 9, 'timestamp_ms': 679}, {'frame_number': 10, 'timestamp_ms': 712}, {'frame_number': 11, 'timestamp_ms': 745}, {'frame_number': 12, 'timestamp_ms': 779}, {'frame_number': 13, 'timestamp_ms': 812}, {'frame_number': 14, 'timestamp_ms': 845}, {'frame_number': 15, 'timestamp_ms': 879}, {'frame_number': 16, 'timestamp_ms': 912}, {'frame_number': 17, 'timestamp_ms': 945}, {'frame_number': 18, 'timestamp_ms': 979}, {'frame_number': 19, 'timestamp_ms': 1012}, {'frame_number': 20, 'timestamp_ms': 1045}, {'frame_number': 21, 'timestamp_ms': 1079}, {'frame_number': 22, 'timestamp_ms': 1112}, {'frame_number': 23, 'timestamp_ms': 1146}, {'frame_number': 24, 'timestamp_ms': 1179}, {'frame_number': 25, 'timestamp_ms': 1213}, {'frame_number': 26, 'timestamp_ms': 1246}, {'frame_number': 27, 'timestamp_ms': 1280}, {'frame_number': 28, 'timestamp_ms': 1313}, {'frame_number': 29, 'timestamp_ms': 1346}, {'frame_number': 30, 'timestamp_ms': 1380}, {'frame_number': 31, 'timestamp_ms': 1413}, {'frame_number': 32, 'timestamp_ms': 1446}, {'frame_number': 33, 'timestamp_ms': 1480}, {'frame_number': 34, 'timestamp_ms': 1513}, {'frame_number': 35, 'timestamp_ms': 1546}, {'frame_number': 36, 'timestamp_ms': 1580}, {'frame_number': 37, 'timestamp_ms': 1613}, {'frame_number': 38, 'timestamp_ms': 1647}, {'frame_number': 39, 'timestamp_ms': 1680}, {'frame_number': 40, 'timestamp_ms': 1713}, {'frame_number': 41, 'timestamp_ms': 1747}, {'frame_number': 42, 'timestamp_ms': 1780}, {'frame_number': 43, 'timestamp_ms': 1813}, {'frame_number': 44, 'timestamp_ms': 1847}, {'frame_number': 45, 'timestamp_ms': 1880}, {'frame_number': 46, 'timestamp_ms': 1914}, {'frame_number': 47, 'timestamp_ms': 1947}, {'frame_number': 48, 'timestamp_ms': 1981}, {'frame_number': 49, 'timestamp_ms': 2014}, {'frame_number': 50, 'timestamp_ms': 2047}, {'frame_number': 51, 'timestamp_ms': 2081}, {'frame_number': 52, 'timestamp_ms': 2114}, {'frame_number': 53, 'timestamp_ms': 2147}, {'frame_number': 54, 'timestamp_ms': 2181}, {'frame_number': 55, 'timestamp_ms': 2214}, {'frame_number': 56, 'timestamp_ms': 2247}, {'frame_number': 57, 'timestamp_ms': 2281}, {'frame_number': 58, 'timestamp_ms': 2314}, {'frame_number': 59, 'timestamp_ms': 2347}, {'frame_number': 60, 'timestamp_ms': 2381}, {'frame_number': 61, 'timestamp_ms': 2414}, {'frame_number': 62, 'timestamp_ms': 2448}, {'frame_number': 63, 'timestamp_ms': 2481}, {'frame_number': 64, 'timestamp_ms': 2515}, {'frame_number': 65, 'timestamp_ms': 2548}, {'frame_number': 66, 'timestamp_ms': 2581}, {'frame_number': 67, 'timestamp_ms': 2615}, {'frame_number': 68, 'timestamp_ms': 2648}, {'frame_number': 69, 'timestamp_ms': 2681}, {'frame_number': 70, 'timestamp_ms': 2715}, {'frame_number': 71, 'timestamp_ms': 2748}, {'frame_number': 72, 'timestamp_ms': 2781}, {'frame_number': 73, 'timestamp_ms': 2815}, {'frame_number': 74, 'timestamp_ms': 2848}, {'frame_number': 75, 'timestamp_ms': 2882}, {'frame_number': 76, 'timestamp_ms': 2915}, {'frame_number': 77, 'timestamp_ms': 2948}, {'frame_number': 78, 'timestamp_ms': 2982}, {'frame_number': 79, 'timestamp_ms': 3015}, {'frame_number': 80, 'timestamp_ms': 3048}, {'frame_number': 81, 'timestamp_ms': 3082}, {'frame_number': 82, 'timestamp_ms': 3115}, {'frame_number': 83, 'timestamp_ms': 3148}, {'frame_number': 84, 'timestamp_ms': 3182}, {'frame_number': 85, 'timestamp_ms': 3215}, {'frame_number': 86, 'timestamp_ms': 3249}, {'frame_number': 87, 'timestamp_ms': 3282}, {'frame_number': 88, 'timestamp_ms': 3316}, {'frame_number': 89, 'timestamp_ms': 3349}, {'frame_number': 90, 'timestamp_ms': 3382}, {'frame_number': 91, 'timestamp_ms': 3416}, {'frame_number': 92, 'timestamp_ms': 3449}, {'frame_number': 93, 'timestamp_ms': 3482}, {'frame_number': 94, 'timestamp_ms': 3516}, {'frame_number': 95, 'timestamp_ms': 3549}, {'frame_number': 96, 'timestamp_ms': 3583}, {'frame_number': 97, 'timestamp_ms': 3616}, {'frame_number': 98, 'timestamp_ms': 3649}, {'frame_number': 99, 'timestamp_ms': 3683}, {'frame_number': 100, 'timestamp_ms': 3716}, {'frame_number': 101, 'timestamp_ms': 3749}, {'frame_number': 102, 'timestamp_ms': 3783}, {'frame_number': 103, 'timestamp_ms': 3816}, {'frame_number': 104, 'timestamp_ms': 3850}, {'frame_number': 105, 'timestamp_ms': 3883}, {'frame_number': 106, 'timestamp_ms': 3916}, {'frame_number': 107, 'timestamp_ms': 3949}, {'frame_number': 108, 'timestamp_ms': 3983}, {'frame_number': 109, 'timestamp_ms': 4016}, {'frame_number': 110, 'timestamp_ms': 4049}, {'frame_number': 111, 'timestamp_ms': 4083}, {'frame_number': 112, 'timestamp_ms': 4116}, {'frame_number': 113, 'timestamp_ms': 4150}, {'frame_number': 114, 'timestamp_ms': 4183}, {'frame_number': 115, 'timestamp_ms': 4217}, {'frame_number': 116, 'timestamp_ms': 4250}, {'frame_number': 117, 'timestamp_ms': 4283}, {'frame_number': 118, 'timestamp_ms': 4317}, {'frame_number': 119, 'timestamp_ms': 4350}, {'frame_number': 120, 'timestamp_ms': 4384}, {'frame_number': 121, 'timestamp_ms': 4417}, {'frame_number': 122, 'timestamp_ms': 4450}, {'frame_number': 123, 'timestamp_ms': 4483}, {'frame_number': 124, 'timestamp_ms': 4517}, {'frame_number': 125, 'timestamp_ms': 4550}, {'frame_number': 126, 'timestamp_ms': 4584}, {'frame_number': 127, 'timestamp_ms': 4617}, {'frame_number': 128, 'timestamp_ms': 4650}, {'frame_number': 129, 'timestamp_ms': 4684}, {'frame_number': 130, 'timestamp_ms': 4717}, {'frame_number': 131, 'timestamp_ms': 4751}, {'frame_number': 132, 'timestamp_ms': 4784}, {'frame_number': 133, 'timestamp_ms': 4817}, {'frame_number': 134, 'timestamp_ms': 4851}, {'frame_number': 135, 'timestamp_ms': 4884}, {'frame_number': 136, 'timestamp_ms': 4918}, {'frame_number': 137, 'timestamp_ms': 4951}, {'frame_number': 138, 'timestamp_ms': 4984}, {'frame_number': 139, 'timestamp_ms': 5018}, {'frame_number': 140, 'timestamp_ms': 5051}, {'frame_number': 141, 'timestamp_ms': 5084}, {'frame_number': 142, 'timestamp_ms': 5118}, {'frame_number': 143, 'timestamp_ms': 5151}, {'frame_number': 144, 'timestamp_ms': 5184}, {'frame_number': 145, 'timestamp_ms': 5218}, {'frame_number': 146, 'timestamp_ms': 5251}, {'frame_number': 147, 'timestamp_ms': 5285}, {'frame_number': 148, 'timestamp_ms': 5318}, {'frame_number': 149, 'timestamp_ms': 5351}, {'frame_number': 150, 'timestamp_ms': 5385}, {'frame_number': 151, 'timestamp_ms': 5418}, {'frame_number': 152, 'timestamp_ms': 5452}, {'frame_number': 153, 'timestamp_ms': 5485}, {'frame_number': 154, 'timestamp_ms': 5518}, {'frame_number': 155, 'timestamp_ms': 5552}, {'frame_number': 156, 'timestamp_ms': 5585}, {'frame_number': 157, 'timestamp_ms': 5618}, {'frame_number': 158, 'timestamp_ms': 5652}, {'frame_number': 159, 'timestamp_ms': 5685}, {'frame_number': 160, 'timestamp_ms': 5718}, {'frame_number': 161, 'timestamp_ms': 5752}, {'frame_number': 162, 'timestamp_ms': 5785}, {'frame_number': 163, 'timestamp_ms': 5818}, {'frame_number': 164, 'timestamp_ms': 5852}, {'frame_number': 165, 'timestamp_ms': 5885}, {'frame_number': 166, 'timestamp_ms': 5919}, {'frame_number': 167, 'timestamp_ms': 5952}, {'frame_number': 168, 'timestamp_ms': 5985}, {'frame_number': 169, 'timestamp_ms': 6019}, {'frame_number': 170, 'timestamp_ms': 6052}, {'frame_number': 171, 'timestamp_ms': 6086}, {'frame_number': 172, 'timestamp_ms': 6119}, {'frame_number': 173, 'timestamp_ms': 6152}, {'frame_number': 174, 'timestamp_ms': 6186}, {'frame_number': 175, 'timestamp_ms': 6219}, {'frame_number': 176, 'timestamp_ms': 6252}, {'frame_number': 177, 'timestamp_ms': 6286}, {'frame_number': 178, 'timestamp_ms': 6319}, {'frame_number': 179, 'timestamp_ms': 6352}, {'frame_number': 180, 'timestamp_ms': 6386}, {'frame_number': 181, 'timestamp_ms': 6419}, {'frame_number': 182, 'timestamp_ms': 6453}, {'frame_number': 183, 'timestamp_ms': 6486}, {'frame_number': 184, 'timestamp_ms': 6519}, {'frame_number': 185, 'timestamp_ms': 6553}, {'frame_number': 186, 'timestamp_ms': 6586}, {'frame_number': 187, 'timestamp_ms': 6620}, {'frame_number': 188, 'timestamp_ms': 6653}, {'frame_number': 189, 'timestamp_ms': 6686}, {'frame_number': 190, 'timestamp_ms': 6720}, {'frame_number': 191, 'timestamp_ms': 6753}, {'frame_number': 192, 'timestamp_ms': 6786}, {'frame_number': 193, 'timestamp_ms': 6820}, {'frame_number': 194, 'timestamp_ms': 6853}, {'frame_number': 195, 'timestamp_ms': 6886}, {'frame_number': 196, 'timestamp_ms': 6920}, {'frame_number': 197, 'timestamp_ms': 6953}, {'frame_number': 198, 'timestamp_ms': 6987}, {'frame_number': 199, 'timestamp_ms': 7020}, {'frame_number': 200, 'timestamp_ms': 7053}, {'frame_number': 201, 'timestamp_ms': 7087}, {'frame_number': 202, 'timestamp_ms': 7120}, {'frame_number': 203, 'timestamp_ms': 7154}, {'frame_number': 204, 'timestamp_ms': 7187}, {'frame_number': 205, 'timestamp_ms': 7220}, {'frame_number': 206, 'timestamp_ms': 7254}]"
