student_id,sample_number,frame_number,timestamp_ms,joint_id,x_px,y_px,z_m
DianaItzel,1,57,2206,26,556,286,9.665000915527344
DianaItzel,1,57,2206,27,569,310,10.053000450134276
DianaItzel,1,57,2206,28,557,302,10.474000930786133
DianaItzel,1,57,2206,29,568,313,10.207000732421877
DianaItzel,1,57,2206,30,558,303,10.312000274658203
DianaItzel,1,57,2206,31,570,318,10.260000228881836
DianaItzel,1,57,2206,32,554,312,10.585000038146973
DianaItzel,1,58,2245,0,562,211,8.971000671386719
DianaItzel,1,58,2245,11,574,227,9.437000274658203
DianaItzel,1,58,2245,12,551,227,9.30500030517578
DianaItzel,1,58,2245,13,579,244,9.30500030517578
DianaItzel,1,58,2245,14,545,243,9.135000228881836
DianaItzel,1,58,2245,15,581,260,9.437000274658203
DianaItzel,1,58,2245,16,545,259,9.053000450134276
DianaItzel,1,58,2245,23,569,261,9.759000778198242
DianaItzel,1,58,2245,24,555,261,8.550000190734863
DianaItzel,1,58,2245,25,569,287,9.618000030517578
DianaItzel,1,58,2245,26,556,286,9.665000915527344
DianaItzel,1,58,2245,27,569,310,10.104000091552734
DianaItzel,1,58,2245,28,558,305,10.207000732421877
DianaItzel,1,58,2245,29,568,313,10.207000732421877
DianaItzel,1,58,2245,30,559,307,10.104000091552734
DianaItzel,1,58,2245,31,570,317,10.260000228881836
DianaItzel,1,58,2245,32,555,315,10.312000274658203
DianaItzel,1,59,2271,0,562,211,9.01200008392334
DianaItzel,1,59,2271,11,575,227,9.618000030517578
DianaItzel,1,59,2271,12,551,227,9.094000816345217
DianaItzel,1,59,2271,13,580,244,9.30500030517578
DianaItzel,1,59,2271,14,546,243,9.177000045776367
DianaItzel,1,59,2271,15,581,261,9.177000045776367
DianaItzel,1,59,2271,16,545,259,9.219000816345217
DianaItzel,1,59,2271,23,569,261,9.26200008392334
DianaItzel,1,59,2271,24,556,261,8.550000190734863
DianaItzel,1,59,2271,25,569,287,9.665000915527344
DianaItzel,1,59,2271,26,557,287,9.482000350952148
DianaItzel,1,59,2271,27,569,310,10.104000091552734
DianaItzel,1,59,2271,28,559,309,9.759000778198242
DianaItzel,1,59,2271,29,568,313,10.053000450134276
DianaItzel,1,59,2271,30,560,311,9.807000160217283
DianaItzel,1,59,2271,31,570,317,10.053000450134276
DianaItzel,1,59,2271,32,556,318,10.003000259399414
DianaItzel,1,60,2311,0,562,210,8.931000709533691
DianaItzel,1,60,2311,11,575,227,9.348999977111816
DianaItzel,1,60,2311,12,551,227,8.931000709533691
DianaItzel,1,60,2311,13,580,244,9.094000816345217
DianaItzel,1,60,2311,14,545,243,9.094000816345217
DianaItzel,1,60,2311,15,581,261,9.30500030517578
DianaItzel,1,60,2311,16,545,260,9.26200008392334
DianaItzel,1,60,2311,23,570,261,9.30500030517578
DianaItzel,1,60,2311,24,556,261,8.697999954223633
DianaItzel,1,60,2311,25,569,287,9.807000160217283
DianaItzel,1,60,2311,26,558,287,9.527000427246094
DianaItzel,1,60,2311,27,570,310,10.155000686645508
DianaItzel,1,60,2311,28,559,311,10.053000450134276
DianaItzel,1,60,2311,29,568,313,10.155000686645508
DianaItzel,1,60,2311,30,561,314,9.95300006866455
DianaItzel,1,60,2311,31,571,317,10.155000686645508
DianaItzel,1,60,2311,32,557,321,9.807000160217283
DianaItzel,1,61,2345,0,563,211,8.931000709533691
DianaItzel,1,61,2345,11,576,227,9.26200008392334
DianaItzel,1,61,2345,12,552,227,9.135000228881836
DianaItzel,1,61,2345,13,581,245,9.177000045776367
DianaItzel,1,61,2345,14,546,244,9.01200008392334
DianaItzel,1,61,2345,15,582,262,9.527000427246094
DianaItzel,1,61,2345,16,545,260,9.177000045776367
DianaItzel,1,61,2345,23,570,262,9.348999977111816
DianaItzel,1,61,2345,24,556,261,8.66100025177002
DianaItzel,1,61,2345,25,569,287,9.527000427246094
DianaItzel,1,61,2345,26,559,288,9.437000274658203
DianaItzel,1,61,2345,27,570,310,10.312000274658203
DianaItzel,1,61,2345,28,559,314,10.155000686645508
DianaItzel,1,61,2345,29,568,313,10.207000732421877
DianaItzel,1,61,2345,30,561,317,9.95300006866455
DianaItzel,1,61,2345,31,571,318,10.260000228881836
DianaItzel,1,61,2345,32,558,322,9.855000495910645
DianaItzel,1,62,2371,0,563,212,9.01200008392334
DianaItzel,1,62,2371,11,576,228,9.348999977111816
DianaItzel,1,62,2371,12,552,227,9.094000816345217
DianaItzel,1,62,2371,13,581,245,9.348999977111816
DianaItzel,1,62,2371,14,546,244,9.053000450134276
DianaItzel,1,62,2371,15,582,262,9.393000602722168
DianaItzel,1,62,2371,16,545,260,9.30500030517578
DianaItzel,1,62,2371,23,571,262,9.482000350952148
DianaItzel,1,62,2371,24,557,262,8.51300048828125
DianaItzel,1,62,2371,25,569,288,9.482000350952148
DianaItzel,1,62,2371,26,560,289,9.527000427246094
DianaItzel,1,62,2371,27,570,311,10.366000175476074
DianaItzel,1,62,2371,28,560,316,9.665000915527344
DianaItzel,1,62,2371,29,568,313,10.104000091552734
DianaItzel,1,62,2371,30,561,319,9.482000350952148
DianaItzel,1,62,2371,31,571,318,9.904000282287598
DianaItzel,1,62,2371,32,559,324,9.393000602722168
DianaItzel,1,63,2405,0,563,213,8.813000679016113
DianaItzel,1,63,2405,11,576,228,9.482000350952148
DianaItzel,1,63,2405,12,552,228,8.85200023651123
DianaItzel,1,63,2405,13,581,246,9.094000816345217
DianaItzel,1,63,2405,14,547,245,9.094000816345217
DianaItzel,1,63,2405,15,582,262,9.437000274658203
DianaItzel,1,63,2405,16,545,260,9.219000816345217
DianaItzel,1,63,2405,23,571,263,9.618000030517578
DianaItzel,1,63,2405,24,557,262,8.440999984741211
DianaItzel,1,63,2405,25,570,288,9.437000274658203
DianaItzel,1,63,2405,26,560,289,9.219000816345217
DianaItzel,1,63,2405,27,570,310,10.366000175476074
DianaItzel,1,63,2405,28,560,317,9.482000350952148
DianaItzel,1,63,2405,29,568,313,10.104000091552734
DianaItzel,1,63,2405,30,561,321,9.135000228881836
DianaItzel,1,63,2405,31,571,318,9.904000282287598
DianaItzel,1,63,2405,32,560,324,9.135000228881836
DianaItzel,1,64,2439,0,563,213,8.77500057220459
DianaItzel,1,64,2439,11,576,230,9.26200008392334
DianaItzel,1,64,2439,12,552,229,9.219000816345217
DianaItzel,1,64,2439,13,581,248,8.931000709533691
DianaItzel,1,64,2439,14,547,246,9.26200008392334
DianaItzel,1,64,2439,15,582,262,9.348999977111816
DianaItzel,1,64,2439,16,545,261,9.30500030517578
DianaItzel,1,64,2439,23,571,264,9.437000274658203
DianaItzel,1,64,2439,24,557,264,8.47700023651123
DianaItzel,1,64,2439,25,570,289,9.618000030517578
DianaItzel,1,64,2439,26,560,290,9.482000350952148
DianaItzel,1,64,2439,27,570,311,9.57200050354004
DianaItzel,1,64,2439,28,561,316,9.482000350952148
DianaItzel,1,64,2439,29,568,314,9.712000846862791
DianaItzel,1,64,2439,30,561,319,9.30500030517578
DianaItzel,1,64,2439,31,571,318,9.759000778198242
DianaItzel,1,64,2439,32,562,325,9.01200008392334
DianaItzel,1,65,2472,0,563,214,8.892000198364258
DianaItzel,1,65,2472,11,576,230,9.57200050354004
DianaItzel,1,65,2472,12,552,230,8.66100025177002
DianaItzel,1,65,2472,13,581,248,8.85200023651123
DianaItzel,1,65,2472,14,546,247,9.219000816345217
DianaItzel,1,65,2472,15,582,263,9.177000045776367
DianaItzel,1,65,2472,16,546,261,9.135000228881836
DianaItzel,1,65,2472,23,571,265,9.30500030517578
DianaItzel,1,65,2472,24,557,264,8.51300048828125
DianaItzel,1,65,2472,25,570,290,9.26200008392334
DianaItzel,1,65,2472,26,561,291,9.30500030517578
DianaItzel,1,65,2472,27,570,311,9.57200050354004
DianaItzel,1,65,2472,28,562,316,9.348999977111816
DianaItzel,1,65,2472,29,568,314,9.57200050354004
DianaItzel,1,65,2472,30,562,318,9.219000816345217
DianaItzel,1,65,2472,31,571,318,9.527000427246094
DianaItzel,1,65,2472,32,564,325,9.094000816345217
DianaItzel,1,66,2509,0,563,215,8.813000679016113
DianaItzel,1,66,2509,11,576,231,9.219000816345217
DianaItzel,1,66,2509,12,552,230,9.527000427246094
DianaItzel,1,66,2509,13,581,249,8.85200023651123
DianaItzel,1,66,2509,14,546,247,8.931000709533691
DianaItzel,1,66,2509,15,582,263,9.094000816345217
DianaItzel,1,66,2509,16,546,261,9.053000450134276
DianaItzel,1,66,2509,23,571,265,9.053000450134276
DianaItzel,1,66,2509,24,557,265,8.51300048828125
DianaItzel,1,66,2509,25,570,291,9.219000816345217
DianaItzel,1,66,2509,26,562,292,9.30500030517578
DianaItzel,1,66,2509,27,570,311,9.482000350952148
DianaItzel,1,66,2509,28,563,318,9.094000816345217
DianaItzel,1,66,2509,29,569,314,9.348999977111816
DianaItzel,1,66,2509,30,563,320,9.094000816345217
DianaItzel,1,66,2509,31,570,319,9.30500030517578
DianaItzel,1,66,2509,32,564,326,9.26200008392334
DianaItzel,1,67,2540,0,563,215,8.623000144958496
DianaItzel,1,67,2540,11,576,231,9.618000030517578
DianaItzel,1,67,2540,12,552,231,9.177000045776367
DianaItzel,1,67,2540,13,581,249,8.85200023651123
DianaItzel,1,67,2540,14,546,248,8.85200023651123
DianaItzel,1,67,2540,15,582,264,9.094000816345217
DianaItzel,1,67,2540,16,546,261,9.01200008392334
DianaItzel,1,67,2540,23,572,266,8.931000709533691
DianaItzel,1,67,2540,24,558,266,8.406000137329102
DianaItzel,1,67,2540,25,571,291,9.094000816345217
DianaItzel,1,67,2540,26,562,293,9.177000045776367
DianaItzel,1,67,2540,27,570,311,9.135000228881836
DianaItzel,1,67,2540,28,564,320,9.177000045776367
DianaItzel,1,67,2540,29,569,313,9.135000228881836
DianaItzel,1,67,2540,30,564,323,9.177000045776367
DianaItzel,1,67,2540,31,571,319,9.26200008392334
DianaItzel,1,67,2540,32,565,328,9.219000816345217
DianaItzel,1,68,2573,0,563,215,8.550000190734863
DianaItzel,1,68,2573,11,576,232,9.053000450134276
DianaItzel,1,68,2573,12,552,231,9.26200008392334
DianaItzel,1,68,2573,13,581,249,8.85200023651123
DianaItzel,1,68,2573,14,547,248,8.892000198364258
DianaItzel,1,68,2573,15,582,264,9.135000228881836
DianaItzel,1,68,2573,16,546,262,9.053000450134276
DianaItzel,1,68,2573,23,572,266,8.931000709533691
DianaItzel,1,68,2573,24,558,267,8.406000137329102
DianaItzel,1,68,2573,25,571,292,9.393000602722168
DianaItzel,1,68,2573,26,563,293,9.437000274658203
DianaItzel,1,68,2573,27,570,311,9.26200008392334
DianaItzel,1,68,2573,28,564,321,9.053000450134276
DianaItzel,1,68,2573,29,570,313,9.348999977111816
DianaItzel,1,68,2573,30,565,324,8.892000198364258
DianaItzel,1,68,2573,31,571,320,9.219000816345217
DianaItzel,1,68,2573,32,565,329,8.971000671386719
DianaItzel,1,69,2606,0,563,215,8.697999954223633
DianaItzel,1,69,2606,11,576,231,9.437000274658203
DianaItzel,1,69,2606,12,552,231,8.77500057220459
DianaItzel,1,69,2606,13,581,249,8.813000679016113
DianaItzel,1,69,2606,14,547,248,8.77500057220459
DianaItzel,1,69,2606,15,582,265,9.053000450134276
DianaItzel,1,69,2606,16,545,263,8.971000671386719
DianaItzel,1,69,2606,23,572,267,9.053000450134276
DianaItzel,1,69,2606,24,558,267,8.336000442504883
DianaItzel,1,69,2606,25,571,292,8.931000709533691
DianaItzel,1,69,2606,26,562,294,9.094000816345217
DianaItzel,1,69,2606,27,570,312,9.348999977111816
DianaItzel,1,69,2606,28,564,322,8.931000709533691
DianaItzel,1,69,2606,29,569,314,9.393000602722168
DianaItzel,1,69,2606,30,565,324,8.892000198364258
DianaItzel,1,69,2606,31,570,322,9.094000816345217
DianaItzel,1,69,2606,32,565,329,9.135000228881836
DianaItzel,1,70,2639,0,563,215,8.51300048828125
DianaItzel,1,70,2639,11,576,231,8.931000709533691
DianaItzel,1,70,2639,12,552,231,8.586000442504883
DianaItzel,1,70,2639,13,581,250,8.85200023651123
DianaItzel,1,70,2639,14,547,249,8.623000144958496
DianaItzel,1,70,2639,15,582,266,9.094000816345217
DianaItzel,1,70,2639,16,545,265,8.892000198364258
DianaItzel,1,70,2639,23,572,267,8.813000679016113
DianaItzel,1,70,2639,24,558,268,8.371000289916992
DianaItzel,1,70,2639,25,571,293,9.053000450134276
DianaItzel,1,70,2639,26,562,295,9.26200008392334
DianaItzel,1,70,2639,27,570,316,9.393000602722168
DianaItzel,1,70,2639,28,564,322,9.135000228881836
DianaItzel,1,70,2639,29,570,319,9.393000602722168
DianaItzel,1,70,2639,30,566,326,9.135000228881836
DianaItzel,1,70,2639,31,569,325,9.30500030517578
DianaItzel,1,70,2639,32,564,330,9.219000816345217
DianaItzel,1,71,2675,0,563,215,8.51300048828125
DianaItzel,1,71,2675,11,576,231,9.053000450134276
DianaItzel,1,71,2675,12,552,231,8.586000442504883
DianaItzel,1,71,2675,13,581,250,8.931000709533691
DianaItzel,1,71,2675,14,546,250,8.623000144958496
DianaItzel,1,71,2675,15,582,267,9.053000450134276
DianaItzel,1,71,2675,16,545,266,8.85200023651123
DianaItzel,1,71,2675,23,572,268,8.892000198364258
DianaItzel,1,71,2675,24,558,268,8.440999984741211
DianaItzel,1,71,2675,25,572,295,8.971000671386719
DianaItzel,1,71,2675,26,562,295,8.931000709533691
DianaItzel,1,71,2675,27,570,316,9.57200050354004
DianaItzel,1,71,2675,28,564,322,9.26200008392334
DianaItzel,1,71,2675,29,569,318,9.482000350952148
DianaItzel,1,71,2675,30,566,325,9.30500030517578
DianaItzel,1,71,2675,31,569,325,9.393000602722168
DianaItzel,1,71,2675,32,564,331,9.219000816345217
DianaItzel,1,72,2706,0,563,215,8.371000289916992
DianaItzel,1,72,2706,11,576,231,9.26200008392334
DianaItzel,1,72,2706,12,552,231,9.01200008392334
DianaItzel,1,72,2706,13,581,250,8.736000061035156
DianaItzel,1,72,2706,14,546,250,8.66100025177002
DianaItzel,1,72,2706,15,582,267,9.177000045776367
DianaItzel,1,72,2706,16,545,267,8.85200023651123
DianaItzel,1,72,2706,23,572,267,9.135000228881836
DianaItzel,1,72,2706,24,558,268,8.301000595092773
DianaItzel,1,72,2706,25,572,295,8.931000709533691
DianaItzel,1,72,2706,26,563,295,9.135000228881836
DianaItzel,1,72,2706,27,570,315,9.219000816345217
DianaItzel,1,72,2706,28,564,322,9.135000228881836
DianaItzel,1,72,2706,29,569,318,9.219000816345217
DianaItzel,1,72,2706,30,565,324,9.094000816345217
DianaItzel,1,72,2706,31,569,324,9.219000816345217
DianaItzel,1,72,2706,32,564,331,9.135000228881836
DianaItzel,1,73,2741,0,563,215,8.301000595092773
DianaItzel,1,73,2741,11,576,231,9.177000045776367
DianaItzel,1,73,2741,12,552,231,8.971000671386719
DianaItzel,1,73,2741,13,582,250,8.697999954223633
DianaItzel,1,73,2741,14,546,251,8.66100025177002
DianaItzel,1,73,2741,15,582,266,9.01200008392334
DianaItzel,1,73,2741,16,545,269,8.550000190734863
DianaItzel,1,73,2741,23,572,267,9.053000450134276
DianaItzel,1,73,2741,24,558,268,8.199000358581543
DianaItzel,1,73,2741,25,572,296,8.931000709533691
DianaItzel,1,73,2741,26,562,296,9.053000450134276
DianaItzel,1,73,2741,27,571,315,9.712000846862791
DianaItzel,1,73,2741,28,564,322,9.348999977111816
DianaItzel,1,73,2741,29,570,317,9.618000030517578
DianaItzel,1,73,2741,30,565,324,9.26200008392334
DianaItzel,1,73,2741,31,570,324,9.30500030517578
DianaItzel,1,73,2741,32,564,331,9.26200008392334
DianaItzel,1,74,2784,0,563,215,8.371000289916992
DianaItzel,1,74,2784,11,577,231,9.135000228881836
DianaItzel,1,74,2784,12,552,232,8.267000198364258
DianaItzel,1,74,2784,13,581,250,8.77500057220459
DianaItzel,1,74,2784,14,546,252,8.550000190734863
DianaItzel,1,74,2784,15,583,267,9.177000045776367
DianaItzel,1,74,2784,16,545,270,8.623000144958496
DianaItzel,1,74,2784,23,572,267,9.053000450134276
DianaItzel,1,74,2784,24,558,268,8.440999984741211
DianaItzel,1,74,2784,25,573,295,8.813000679016113
DianaItzel,1,74,2784,26,562,295,8.892000198364258
DianaItzel,1,74,2784,27,573,314,8.971000671386719
DianaItzel,1,74,2784,28,564,322,9.135000228881836
DianaItzel,1,74,2784,29,571,317,8.892000198364258
DianaItzel,1,74,2784,30,566,324,9.094000816345217
DianaItzel,1,74,2784,31,573,324,9.135000228881836
DianaItzel,1,74,2784,32,564,331,9.177000045776367
DianaItzel,1,75,2812,0,563,215,8.301000595092773
DianaItzel,1,75,2812,11,577,231,8.623000144958496
DianaItzel,1,75,2812,12,552,232,8.47700023651123
DianaItzel,1,75,2812,13,582,250,8.66100025177002
DianaItzel,1,75,2812,14,546,252,8.586000442504883
DianaItzel,1,75,2812,15,583,267,9.348999977111816
DianaItzel,1,75,2812,16,545,269,8.440999984741211
DianaItzel,1,75,2812,23,572,267,8.931000709533691
DianaItzel,1,75,2812,24,558,268,8.301000595092773
DianaItzel,1,75,2812,25,574,295,8.813000679016113
DianaItzel,1,75,2812,26,562,295,8.85200023651123
DianaItzel,1,75,2812,27,573,316,9.177000045776367
DianaItzel,1,75,2812,28,564,322,9.30500030517578
DianaItzel,1,75,2812,29,572,318,9.177000045776367
DianaItzel,1,75,2812,30,566,324,9.26200008392334
DianaItzel,1,75,2812,31,575,326,9.177000045776367
DianaItzel,1,75,2812,32,564,331,9.219000816345217
DianaItzel,1,76,2839,0,563,215,8.199000358581543
DianaItzel,1,76,2839,11,577,231,8.85200023651123
DianaItzel,1,76,2839,12,552,232,8.406000137329102
DianaItzel,1,76,2839,13,582,250,8.623000144958496
DianaItzel,1,76,2839,14,546,252,8.267000198364258
DianaItzel,1,76,2839,15,584,267,9.094000816345217
DianaItzel,1,76,2839,16,545,269,8.267000198364258
DianaItzel,1,76,2839,23,573,267,9.094000816345217
DianaItzel,1,76,2839,24,558,268,8.336000442504883
DianaItzel,1,76,2839,25,575,295,8.85200023651123
DianaItzel,1,76,2839,26,562,296,8.813000679016113
DianaItzel,1,76,2839,27,574,318,8.813000679016113
DianaItzel,1,76,2839,28,564,322,9.094000816345217
DianaItzel,1,76,2839,29,572,321,8.85200023651123
DianaItzel,1,76,2839,30,566,324,9.01200008392334
DianaItzel,1,76,2839,31,576,327,9.053000450134276
DianaItzel,1,76,2839,32,564,331,9.053000450134276
DianaItzel,1,77,2874,0,563,215,8.166000366210938
DianaItzel,1,77,2874,11,577,231,8.931000709533691
DianaItzel,1,77,2874,12,552,232,8.035000801086426
DianaItzel,1,77,2874,13,582,250,8.623000144958496
DianaItzel,1,77,2874,14,547,251,8.267000198364258
DianaItzel,1,77,2874,15,584,267,9.177000045776367
DianaItzel,1,77,2874,16,546,269,8.199000358581543
DianaItzel,1,77,2874,23,573,268,8.892000198364258
DianaItzel,1,77,2874,24,558,268,8.166000366210938
DianaItzel,1,77,2874,25,575,297,8.736000061035156
DianaItzel,1,77,2874,26,562,297,8.736000061035156
DianaItzel,1,77,2874,27,575,322,8.85200023651123
DianaItzel,1,77,2874,28,565,321,9.053000450134276
DianaItzel,1,77,2874,29,573,325,8.892000198364258
DianaItzel,1,77,2874,30,566,324,9.053000450134276
DianaItzel,1,77,2874,31,577,332,8.971000671386719
DianaItzel,1,77,2874,32,564,331,9.219000816345217
DianaItzel,1,78,2919,0,564,215,8.100000381469727
DianaItzel,1,78,2919,11,578,232,8.85200023651123
DianaItzel,1,78,2919,12,552,232,8.267000198364258
DianaItzel,1,78,2919,13,583,250,8.66100025177002
DianaItzel,1,78,2919,14,547,251,8.233000755310059
DianaItzel,1,78,2919,15,585,267,8.971000671386719
DianaItzel,1,78,2919,16,548,268,8.100000381469727
DianaItzel,1,78,2919,23,573,269,8.971000671386719
DianaItzel,1,78,2919,24,558,269,7.87600040435791
DianaItzel,1,78,2919,25,575,298,8.813000679016113
DianaItzel,1,78,2919,26,562,298,8.85200023651123
DianaItzel,1,78,2919,27,576,324,8.85200023651123
DianaItzel,1,78,2919,28,565,322,9.135000228881836
DianaItzel,1,78,2919,29,575,327,8.77500057220459
DianaItzel,1,78,2919,30,566,324,9.094000816345217
DianaItzel,1,78,2919,31,578,334,8.77500057220459
DianaItzel,1,78,2919,32,564,331,9.135000228881836
DianaItzel,1,79,2940,0,564,216,8.133000373840332
DianaItzel,1,79,2940,11,578,232,8.51300048828125
DianaItzel,1,79,2940,12,553,232,8.100000381469727
DianaItzel,1,79,2940,13,583,250,8.51300048828125
DianaItzel,1,79,2940,14,548,251,8.035000801086426
DianaItzel,1,79,2940,15,585,267,8.892000198364258
DianaItzel,1,79,2940,16,549,268,8.133000373840332
DianaItzel,1,79,2940,23,574,269,8.971000671386719
DianaItzel,1,79,2940,24,559,270,8.133000373840332
DianaItzel,1,79,2940,25,576,299,8.697999954223633
DianaItzel,1,79,2940,26,562,299,8.892000198364258
DianaItzel,1,79,2940,27,578,327,8.736000061035156
DianaItzel,1,79,2940,28,565,322,9.053000450134276
DianaItzel,1,79,2940,29,577,330,8.736000061035156
DianaItzel,1,79,2940,30,566,324,9.01200008392334
DianaItzel,1,79,2940,31,580,336,8.66100025177002
DianaItzel,1,79,2940,32,565,331,9.01200008392334
DianaItzel,1,80,2942,0,564,216,8.133000373840332
DianaItzel,1,80,2942,11,578,232,8.623000144958496
